first_wak,second_wak,third_wak,fourth_wak,fifth_wak,sixth_wak,seventh_wak,eighth_wak
เกรี่ยงเราเป่าหลอดโหล้ง,โหว่งดัง,สำเหนียกเรียกรว้าฟัง,ฝ่ายบ้าน,ข้างเฃาเป่ารับระวัง,วิเวกโร่โหร่แฮ,รู้ชัดลัดเข้าหญ้าน,หย่อมลว้ามาคอย
เกรี่ยงปะละว้ารับ,นับถือ,พาเค่าเย่าเรือนครื๐,พี่น้อง,โหมไฟใส่ฟืนฮือ,ให้นั่งอังเอย,เช้าเพื่อนเกลื่อนมาพร้อง,พรกพร้อมล้อมสลอน
ลว้าเถือเนื้อสดให้,ไส่กระบุง,หนุ่มแต่งแกงเผ็ดปรุง,เปราะพร้อม,กินเค่าเหล่าเกรี่ยงมุง,มองปากอยากแฮ,เสจสับกับเกรี่ยงล้อม,กทะลี้มชิมแกง
ร้องอร่อยพลางซดกลุ้ม,หนุ่มสาว,แม่ลูกมูกฟูมยาว,ยืดย้อย,มดเนื้อเหื่อโทรมพราว,พร่ำอร่อยน้อยฤๅ,กอดหนุ่มอุ้มหนูน้อย,น่าได้ไว้ผัว
วานแกงแต่งพรีกพร้อม,ล้อมดู,ครกใหญ่ไส่โขลกครู,ครอบให้,กวางป่าฮ่ากระทะหู,ห้อมซดหมดแฮ,อิ่มอกยกมือไหว้,แวดล้อมพร้อมเพรียง
สาวสาวเหล่าลูกลว้า,หน้าชม,ยิ้มย่องผ่องผิวผม,ผูกเกล้า,คิ้วตาน่านวลสม,เสมอฮ่ามงามเอย,แค่งทู่หูเจาะเจ้า,จึ่งต้องหมองศรี
น้อยน้อยพลอยว่าลว้า,หน้านวล,ยุทหยอกนอกเสื้อสวน,แซ่ซ้อง,สาวสาวเหล่าลว้ากวน,กอดหนุ่มอุ้มเอย,ปล่ำเล่นเช่นพี่น้อง,นึกหน้าปรานี
ตาลวดยวดยิ่งลว้า,ป่าเฃียว,เคยปะพระเจดีเดียว,เที่ยวด้วย,ลาสาวเหล่าลว้าเกรียว,กรูส่งดงเอย,เกรี่ยงเลือกเผือกมันกล้วย,แบกบ้างทางไกล
ลวดลว้าพาเลี้ยวลัด,ตัดทาง,ไผ่ป่าหนาหนามกลาง,กลับเกลี้ยง,พ้นไผ่ไม้ยูงยาง,ยามหล่นผลเอย,ลูกร่อนว่อนเวียรเหลี้ยง,หลีกต้นหล่นไกล
ลูกยางอย่างลูกน้อย,ถ่อยสถุน๐๐,ไม่รักศักศรีกระกุน๐,เก่งก้อ,ครูสอนห่อนเหนคุน,คิดออกนอกเอย,ปลิ้นปลอกหลอกหลอนฬ้อ,เล่ต้นผลยาง
เยนชื่นรื่นร่มไม้,ไพรรหง,เปนป่ากฤศนาลง,สลับไม้,โกร๋นเกราะเผาะผุะผง,ผุยล่อนกร่อนเอย,กฤศนางว่าครื๐ไสร้,พุะไม้ใหญ่พยูง
ขึ้นเนินเดินใกล้ชิด,กฤศนา,หอมรื่นชื่นนาสา,สูดซ้ำ,สมมุดดุจดังทา,แป้งกแจะและเอย,ใครไม่ได้ให้น้ำ,กุหลาบกุหล้อยน้อยใจ
ฃาดขะมิ่นสรี้นแม่เลี้ยง,ลูกเอย,สารภีพ่อเคย,ขัดเนื้อ,บุญนากยากไร้เชย,เช่นกลิ่นขมิ้นแฮ,ถึงไม่เหลืองเรืองเหรื้อ,ร่ำง้อฃอหญิง
หนุ่มหนูรู้อบผ้า,หาหอม,ดอกไม้ไส่ห่อสนอม,แนบไว้,ขาดแป้งแต่งตัวมอม,มีดอกไม้เอย,ต่างฝูก๐ลูกนอนได้,นุ่มเนื้อเจือหอม
อกเอยเคยขู้พลอด,ฉอดเสียง,ตกเถื่อนเพื่อนกับเกรี่ยง,รว้า,ยามมีที่รักเคียง,ค่างค่อนฉออน๐เอย,ยามยากบากเบือนหน้า,นึกน้องสยองแสยง
ทางร่มลมรื่นเหรื้อย,เชื่อยโชย,หอมสุกกรมยมโดย,ดอกไม้,ผิละพวงกลิ่นโรย,รริกร่อนว่อนเอย,ตูมตาดกลาดหล่นใกล้,เกลื่อนข้างทางเดิน
ตวันเที่ยงเลี่ยงเลียบน้ำ,ลำธาร,ภบที่ศีลาลาน,ฦกซึ้ง,อยุดยั้งนั่งสำราญ,ร่มโศกฉโงก๐เอย,ชื่นฉ่ำน้ำอ่อนอึ้ง,อาบเหล้น๐เยนสบาย
หนูหนุ่มทุ่มท่องน้ำ,ลำลหาน,ฟุ้งฟาดสาดสายสนาน,สนุกบ้า,ลวดกวั่งซั่งบูเรบูราน,เรียนหนุ่มกระทุ่มเอย,เด็กอ่อนสอนเกรี่ยงลว้า,ว่ายน้ำสำราน
เกรี่ยงเลือกเชือกชิ่งช้า,ช่วยแขวน,หนุ่มหนุ่มรุมไกวแสน,สนุกล้ำ,เจรจาว่าถวายแหวน,หวังเหาะเคราะแฮ,วัน๐ฃาดพลาดโพล่งน้ำ,สนั่นร้องซ้องเสียง
น้ำใสไหลเลื่อนช้า,ปลากริม,กระกรับเกราะเราะเรียงริม,ร่มไม้,ศรีศะตะกั่วพิม,พาตพาก๐มากเอย,ปักเป่า๐เหล่าหลดไหล้,แฉลบเลี้ยวเที่ยวสลอน
แห่งตื่น๐พื้นกรวดแก้ว,แวววาว,วาววับจับพฤกษพร้าว,พร่างน้ำ,นิลบ้างหล่างเหลืองขาว,เฃียวแข่งแดงเอย,ช้อนคึ่นมึนมัวคล้ำ,เคลือบคล้ายสลายสลัว
กลางน้ำคล่ำดอกไม้,ไหลลอย,เหล่าหนุ่มสุ่มว่ายคอย,แข่งคว้า,เด็จกลีบจีบเรือพลอย,เพลินเล่นเยนเอย,เกรี่ยงว่ายได้ลว้า,ว่ายไหม้ไคร่เปน
ชุ่มชื่นขึ้นจากน้ำ,สำราน,ลว้าเกรี่ยงเลี้ยงอ้อยตาน,มตาดมต้อง,เงาะป่าว่าหวายหวาน,วางต่างต่างเอย,อิ่มชื่นรื่นเริงร้อง,รับช้าลาธาร
ตวันบ่ายหายเลื่อยล้า,คลาไคล,ค่ามโป่งดงเหลกไหล,แล่งขมิ้น,ภบเตาเก่าก่อไฟ,ผ้าพาดบาตแฮ,ตายแน่แร่กินสริ้น,ซากเนื้อเหลือของ
สงสารท่านที่ม้วย,อวยบุญ,กระดูกยังบังสกุน,เก็บผ้า,ย่ามบาตขาดเปนจุน,จุดใส่ไฟเอย,ตายเปล่าเจ้ากูบ้า,บ่อรู้ครูสอน
เหล็กไหลได้แต่บ้า,หาแสวง,ถูกแร่แม่สารแสลง,เหล็กคล้าย,หลอมถลุงพลุ่งเพลิงแรง,ราวรศกรดเอย,ควันพิศฤทธสารร้าย,ร่ำไซ้ไสร้สูร
เดินทางหว่างไม้ชัด,ลัดเฉลียง,ลมตกนกสนั่นเสียง,แซ่ร้อง,ร่ายไม้ไต่มองเมียง,เหมือนจักทักเอย,เพรียกพลอดฉอดเสียงซ้อง,แซ่จ้อซอแซ
นกตฃาบคาบตขบเต้น,เผ่นโจร๐,บ้ารบุ่นขุนแผนโผน,ผ่านหน้า,เหล่านกหกหิ้วโหน,ห้อยไต่ไม้แฮ,ไก่เถื่อนเกลื่อนไก่ฟ้า,ฟุบไม้ไซ้ขน
คู่ลาโห่โหรโร่โหร้,โห่โหย,โภระโดกโหวกวิเวกโหวย,แว่วซ้อง,ยามยินยิ่งดิ้นโดย,เดินหว่างทางเอย,เฆ้ากู่กู๋กู่ก้อง,ไก่แก้วแจ้วเสียง
แซ้งแซวแว่วแหว้วพลอด,ฉอดเสียง,หวีดหว่อจ้อจับเคียง,คู่เคล้า,นึกเหมือนเพื่อนรักเรียง,ร่ำพลอดฉอดเอย,อายนกอกใจเศร้า,โศกสอื้นฝืนเดิน
ผงกผงกนกอี่แอ้น,กระแวนกระเวน,กวักเกว่าเหล่ากางเขน,แขกเต้า,ตัวภู่จู่โจมเจน,กโจมจับทับแฮ,ขะมิ่นอ่อนนอนแนบเคล้า,คู่ป้อนสลอนเหลือง
หนุ่มหนูดูขมิ้นอ่อน,นอนคลอ,ใครช่วยทามาหนอ,นกขมิ้น,เหลืองอ่อนหล่อนลองฃอ,ขมิ้นนกขมิ้นเอย,ขมิ้นที่ของน้องสิ้น,แซ่งฉอ้อนวอนฃอ
รวังไพรร่ายร้องกร่อ,กร๋อกรอ,แอ้แอ่แอ้แอ๊อุลอ,เลียบร้อง,พญาลอล่อล้อคลอ,เคล้าคู่อยู่แฮ,กะหรอดกรอดกร๊อดกร๋อกร้อง,กะรอกเต้นเล่นกระแต
ต้อยตี๋วิศชิศโฉบร้อง,ก้องเกรียว,ตวี๋ดตวิ๋ดติ๋ดเตี่ยวเตียว,เจี่ยวจ้อย,ตามทักปักหน้าเจียว,เจ้าตี๋วิดกระจิ๋ดเอย,เด็กรักทักถามกต้อย,กเตาะเต้นเผ่นหนี
กต่ายตุ่นวุ่นวิ่งข้าง,ทางเตียน,เด็กโดดโลดไล่เฉวียร,ฉวัดคว้า,ทักกระทอล่อเลี้ยวเวียร,วิ่งลัดสกัดแฮ,ล้มลุกคุกเข่าหน้า,นิ่วต้องย่องเดิน
ตวันเยนเหนโขดตขุ้ม,เฃาเฃียว,สูงสุดดุจกลีบเกลียว,เมฆคลุ้ม,เสือกวางต่างกระเกริงเกรียว,เกริ่นป่ามาแฮ,เดชะพระเจ้าคุ้ม,คชร้ายควายเสือ
ถึงถิ่นหินเงื้อมงอก,กรอกเฃา,หินหลักปักสองเสา,ซอกน้อย,ลอดเลี้ยวเหนี่ยวหน่วงเถา,ลัดา๐ช่วยด้วยแฮ,ลงภุปรุะน้ำพร้อย,พร่างคล้ายสายฝน
พระเจดีที่ค่างถ้ำ,บุรำบุราน,สูงสักหกสอกประมาณ,ลม่อมป้อม,ปตูมีที่ช่องดาน,ดันปิดสนิดแฮ,ปูนเพชรเขดเฃาล้อม,แล่งไว้ใบลาน
หนูหนุ่มรุมเข้าผลัก,ปักกตู,ปิดห่องของท่านผู่,ภิเศศไว้,ต่างมองซ่องดานดู,แวววับลับแฮ,สะมาบาปกราบกรานไหว้,หวังผึ้งจึ่งมา
จัดแจงแต่งตั้งธูป,เทียรถวาย,เข้าตอกดอกไม้ราย,รอบล้อม,สงพระประสุคนปราย,ปรุงรศสดเอย,กราบพระประนศน้อม,นั่งไต้ไทรทอง
จุดเทียรเวียรสว่างเวิ้ง,เพิงผา,น้ำภุทลุศีลา,ลั่นครื้น,ห้วงห้องปล่องคงคา,ขังเปี่ยมเปรี่ยมเอย,ชื่นชุ่มภูมิภาคพื้น,ภิฦก๐หน้าอาไศรย
หาถ้ำค่ำมืดไหม้,ใคร่เหน,สงัดเงียบเยียบเยือกเยน,อย่อมไม้,ภบแท่นแผ่นผาเปน,ปูนเพชสำเรจเอย,ที่อยู่ผู่ภิเศศไว้,ฉวากเวิ้งเพิงเฃา
อาไสในเงื้อมฉโงก,โกรกผา,ที่แท่นแผ่นศีลา,เลื่อมแก้ว,เทียรธูปบุพบูชา,เชิญช่วยด้วยเอย,กราบพระอธิถานแล้ว,ลูกน้อยพลอยนอน
เกรี่ยงกวั่งทังลวดลว้า,กล้าแขง,ฟืนไส่ไฟโพลงแสง,สว่างหน้า,หุงเค่าเต่าต้มแกง,กินเสจสำเรจแฮ,นั่งเล่นเยนเยือกฟ้า,พร่ำพร้อยฝอยฝน
ลวดว่าป่าปู่เจ้า,เฃาโพรง,ที่อยู่หมู่ช้างโขลง,คล่ำล้อม,เยนเช้าเหล่าช้างโยง,ฝูงเที่ยวเกรียวแฮ,มาปลอดยอดดีด้อม,ดอดเข้าเฃาสบาย
ไต้เหนือเสือช้างรอบ,ขอบเฃา,อยู่แต่นอกสอกเสา,แซ่ซ้อง,โกรกกรอกซอกแซกเรา,ทลุโตล่งโว่งเอย,สัตอื่นหมื่นแสนต้อง,เติ่งค้างข้างเฃา
เกรี่ยงลว้าป่าปู่เจ้า,เขากลัว,อยู่แต่นอกกลอกหวัว,ไว่ซ้อง,แสกเส้าเค่ามามัว,มืดน่าตาแฮ,เด็กใหญ่ไม่รู้ฉ้อง,ฉวากโว้งโพรงเฃา
ตาลวดอวดอ้างเริ่ม,เดิมที,โขลงไล่ไพล่ผลุนหนี,เหนี่ยวไม้,เหนปล่องช่องเลกมี,มุดลอดตลอดแฮ,จึ่งปะพระเจดีได้,สดับต้นหนหลัง
ฟังผร่ำตำ๐เรื่องรู้,บูราน,ศักสิทพิศฎานชาญ,เชี่ยวแท้,ตรวดน้ำร่ำอธิถาน,เทพช่วยด้วยเอย,ขอปะพระปรอดแก้,สดวกได้ใบลาน
น้ำพึ่งครึ่งจอกตั้ง,สังเวย,เชิญพระปรอดเสวย,หว่างไม้,บุบผาบุชาเชย,ช่วยชักสลักแฮ,ฃออ่านลานทองได้,ดุจข้าอาวร
หนึ่งครูผู่ภิเศศส้าง,ปางหลัง,เชิญช่วยอวยสวัดิหวัง,ไว่เท้า,ประโหญดโปรดสัตสัง,สารวัดสวัดิเอย,จึ่งจิตสิทธิแก่กล้า,กม่อมหมั้นกตันยู
อัพิวาทราตน๐หนั้ง,ตั้งใจ,หวิดหวิดชิดเฉียดไฟ,ฟอดผึ้ง,เทียรดับกลับจุดไฟ,ส่องขเม่นเหนแฮ,สธุสพระปรอดขรึ้ง,จอกแก้วแพรววาว
หญิบขึ้นลื่นหลุดเหล้,ปรอดเหลว,ใสเหน่งเปล่งปลอดเปลว,ปลอบช้อน,ห่อนเหนเช่นองคเอว,เล็ดฟ่ายคล้ายแฮ,หญิบหลุดปลุดปลิ้นปล้อน,เปล่าคล้ายหายสูร
น้ำพึ่งครึ่งกระบอกตั้ง,หวังริน,ฟอดฟอดปรอดกิน,กบปล้อง,ควักขึ้นลื่นตกหิน,หายเปล่าเล่าแฮ,หนุ่มห่อ...อยู่ซ้อง,แซ่ปล้ำคลำหวาม
เกรี่ยงลว้าผ้าขอดเข้า,เปล่าหาย,ใส่กลักหนักมือหมาย,มั่นแท้,กลับลอดปลอดเปล่าดาย,เดกกโดดโครทเอย,ลื่นหลุดสุดกลแก้,กิจสึ้งตรึงกระสิน
หายลื่นคืนเข้ากบอก,ออกถูน,รุ่มร่ำน้ำพึ่งสูน,ซิ่นม้วย๐,ปรอดหายฝ่ายกองกูล,ก่อกลับดับแฮ,เทียรท่วยพลอยหมดด้วย,เด็กจ้องส่องแสวง
ดึกสามยามสงัดครึ้ม,งึมเงา,เยนเยียบเงียบขอบเฃา,โขดเงื้อม,มืดคลุ้มพุ่มกระแบกกระเบา,บังปิดมิดเอย,แวววับลับแลเหลื้อม,ปรอดหร้อนว่อนเวียร
เกือบรุ่งฝูงช้างแซ่,แปร๋แปร๋น,กรวดป่ามาแกร๋นแกร๋น,เกริ่นหย้าน,ฮูมฮูมอู่มอึงแสน,สนั่นรอบขอบแฮ,คึกคึกทึกเสทือนสท้าน,ถิ่นไม้ไพรพนม
ต่างตื่นฟื้นสติตั้ง,ฟังโขลง,ครื้นครั่นลั่นผึงโผง,แผดร้อง,เกรี่ยงเราเป่าหลอดโหวง,โหว่งโว่โร่แฮ,ช้างสงัดบัดเดี๋ยวซ้อง,แซ่เข้าเสาหิน
อึกกทึกครึกครื้นนอก,กรอกทาง,หักค่นต้นยูงยาง,ย่ำค้น,เหมือนรู้ว่าอยู่กลาง,กลีบช่องปล่องแฮ,จนรุ่งฝูงช้างร้น,รุกร้องซ้องเสียง
เกรี่ยงลว้าพาขึ้นฉโงก,โกรกสูง,แลค่างล่างช้างฝูง,ฟูดฉเง้อ,กลิ่นใกล้ไล่โยกยูง,ยางค่นต้นแฮ,เขย่งคึ้นยื่นงวงเหญ้อ,ยุดไม้ไต่เฃา
ดูเล่นเหนสนุกหน้า,ผาเผิน,ตรงกรอกซอกเสาเนิน,นั่งพร้อม,ช้างยิ่งวิ่งพล่านเพลิน,พลอยคว่างช้างแฮ,ช้างแล่นแปร๋นฮูมห้อม,หืดฮื้ออื้ออึง
หนุ่มหนุ่มรุมโห่ขว้าง,ช้างโขลง,มันขเม่นเหนคนโขยง,เย่อไม้,ตามุ่งพลุ่งพลามโพลง,พลั่งพลั่งปลั่งแฮ,ฮูมเค่าเสาหินไง้,งัดง้างสล้างสลอน
แลดูหมู่ช้างเถื่อน,เกลื่อนโขลง,ลุยป่ามาผางโผง,พวกพ้อง,ยัดเยียดเสียดแซกโยง,ยาวยืดมืดแฮ,แหงนน่างาเงยซ้อง,สลับสล้างค่างเฃา
ช้างบ้างาใหญ่เฟื้อย,เปลือยเปลา,ทลวงทลึ่งถึงแทงเสา,สวบง้าง,งากระเด่นเผ่นท้าวเทา,แทงอีกฉลีกเอย,บ้าเลือดเดือดดุนช้าง,อื่นร้องซ้องเสียง
เพลินดูหมู่ช้างคล่ำ,ต่ำสูง,เตี้ยค่อมปลอมแปลกฝูง,เฟ่าฉแง้,ขุดขัดงัดยางยูง,ยับทับสลับแฮ,จนเที่ยงเสียงเซงแส้,แสบท้องต้องถอย
เกรี่ยงลว้าปลาเค่าน้ำ,สำรอง,ติดย่ามตามทำนอง,น่าไม้,พรีกเกลือเมื่อฃาดของ,คิดคู่หมูเอย,อร่อยอิ่มยิ้มแย้มได้,เด็กน้อยพลอยเพลิน
เลียบเดินเนินไม้รอบ,ขอบเฃา,รื่นร่มชมฉลูด๐เสลา,สลับเลื้อย,มสังมทรางกร่างกรันเกรา,กรวยกระทุ่มฉอุ่มเอย,เคี่ยมข่อยสร้อยฟ้าเฟื้อย,เฟื่องฟุ้งจรุงรวย
มไฟมเฟืองเหลืองอร่ามต้น,ผลพวา,แมงคุดลมุดษีดา,ดกด้วย,บูราณท่านปลูกมา,มีพืดยืดเอย,ไม้งอกซอกเหวห้วย,ดอกห้อยย้อยไสว
มตูมมตาดกลาศกลิ้งหล่น,ล้นเหลือ,เดกใคร่ได้ไส่เรือ,ร่ำค้า,เหมือนปลูกลูกดอกเฝือ,ฟุ้งตลบอบเอย,อยากอยู่ดูสนุกหน้า,นั่งเหล้นเยนใจ
เลียบรอบขอบเขตฃ้ำ,ย่ำเยน,มาที่เจดีเหน,แห่งถ้ำ,น้ำภุปรุะซ่านเซน,สาดปิดมิดแฮ,ต่อนั่งหลังรับน้ำ,ภุไว้ได้เหน
อยากดูซู่เปียกน้ำ,ตรำหนาว,มืดขเม่นเหนแวววาว,สว่างหว้าน,ภุน้ำพร่ำพรมพราว,หนาวสุดอยุดแฮ,ต่างต่างคางสั่นสท้าน,สทึกสท้อนถอนใจ
หนาวน้ำซ้ำเปียกผ้า,หน้าจ๋อย,สุมไส่ไฟโพลงพลอย,ผึ่งผ้า,เพลิงแรงแฮ่งแล้วคอย,ฃึงอื่นผืนแฮ,พร้อมพรั่งทังเกรี่ยงลว้า,ไว่ตั้งสังเวย
บุบผาสารพัดพร้อม,หอมรเหย,บำบ่วงสรวงสังเวย,สวัดิให้,ผลักดูปตูเผย,ภอขเยื่อนเคลื่อนแฮ,แย้มช่องสองนิ้วได้,เด็กด้วยช่วยดุน
ในห้องมองมืดกลุ้ม,คลุ้มควัน,หอมรื่นชื่นกลิ่นจรร,จากห้อง,ผลักอีกกริกกลอนดัน,ดุนผลักหนักแฮ,ปตูกลับหับกึงก้อง,ปกับแหน้นแผ่นผนัง
โยกคลอนห่อนจได้,ไหวสเทือน,รู้เท่าเจ้าบิดเบือน,บ่อให้,เยนย่ำค่ำคิดเฟือน,ไฟไส่ไว้แฮ,ไกลถิ่นสริ้นเทียร๐ไต้,ต่างต้องกองเพลิง
เหมือนรู้ครูเถ้าเล่า,เราเหน,ถ้ำที่เจดีเปน,ป่าซึ้ง,เบิกสลักผลักกระดอนกระเดน,กระดากกลับหับแฮ,หมดเลี่ยนเทียรน้ำผึ้ง,ผักส้าปลายำ
คิดกลับหลับอ่อนสอื้น,ตื้นใจ,กรีดกริ่งหริ่งเรไร,เรื่อยร้อง,แจ้วแจ้วแว่วเสียงไส,ซอรับขับเอย,เรื่อยเรื่อยเฉื่อยเสียงซ้อง,เสนาะน้ำคำครวน
เสียวทราบวาบสว่างเวิ้ง,เผิงผา,เพียงพระโรงโถงฝา,เฟ่าท้าว,สี่นางค่างเคียงพญา,ยอดยิ่งหญิงเอย,ไว้จุกลูกเล็กจ้าว,แจ่มหน้าสง่างาม
ท้าทับจับปี่จ้อง,ลองซอ,พร้อมพรั่งนั่งเรียงรอ,เรียบร้อย,กระษัตรหัฐจบฃอ,คำขับสดับแฮ,ยินชื่อฦๅเลื่องถ้อย,เทพท้าวกล่าวยอ
จำรับขับกล่อมท้าว,กล่าวกลอน,ชมพระศะศริทร,ถ่องฟ้า,ดาวประดับกับจรรจร,แจ่มเมฆวิเวกเอย,เพียงราชนาฎนวลหน้า,นอบน้อมล้อมสลอน
ท้าวชอบตอบเหล้าเรื่อง,เบื้องบุราณ,ปราสาทราชวังสถาน,ท่านส้าง,เฃารอบขอบปรากาล,เกิดห่ามาแฮ,เปนเถื่อนเกลื่อนโขลงช้าง,ช่วยเฝ้าเข้าของ
เจดีที่อยู่ห้อง,ทองพทม,ปรอดเสร็จเพชปูนปสม,ใส่ไว้,สำหรับกับถั่วนม,เนื้อแผดแปดแฮ,ของลูกจุกจได้,เกิดสร้างปรางทอง
ใช่ยาอายุร้อย,แสนปี,ทั่วล่า๐๐หาห่อนมี,แม่นแล้ว,ปรอดฟอดรัศมี,เสมอเม็จ๐เพชเอย,ใช่พระปรอดแพร้ว,พระไหว้ใช่การ
หนึ่งคว่าง๐ช้างเจ้าป่า,งากระเดน,โป่งป่ามาคอยเขน๐,เคียดแค้น,สมเคราะ๐เพราะเหตุเหน,ให้สวัดิกษัตรเอย,นอนหลับทับที่แถ้น๐,ท่านอ้างทางบุญ
ห้ามอย่าหาปรอดแหร้,แชเชือน,สืบทร่างทางบุญเบือน,แบ่งบ้าง,ยายืนหมื่นปีเฟือน,ฝ่ายว่าบ้าแฮ,อย่าอยู่จู่หนีช้าง,ช่วยให้ไปดี
ปลาดหลากฝากบุตรไว้,ให้เรียน,กลอนกล่าวท่านลัศเตียน๐,แต่ต้น,ลูกวานอ่านรามเกียร,เกิดยุก๐สนุกแฮ,ช้างไล่ได้พาพ้น,พูดอ้อนวอนวาน
สว่างตื่นขึ้นเก้าค่ำ,สำคัน,จาฤกเรื่องเมืองสุพรรณ,ผูกไว้,เคลิ้มเหนเช่นไฝ่ฝัน,ฟังเจ้าเล่าเอย,ลูกเล็กเด็กจได้,สดับห้ามสามสถาน
เลยลาป่าปู่เจ้า,เช้าสาย,ออกจากปากปล่องหมาย,มุ่งช้าง,เหนเกลื่อนเถื่อนพังพลาย,พล่านสกัดอัดเอย,ล้อมรอบขอบเฃาข้าง,เขดเฃ้าเสาหิน
ใจหายหมายดุจเจ้า,เข้าฝัน,โป่งป่ามาสกัดกัน,เก่งแท้,โห่ขับกลับกลุ่มถลัน,ทลวงไล่ใกล้แฮ,อยู่จค่ำจำแก้,ก่อให้ไฟโพลง
เกรี่ยงลว้ากล้าไล่ช้าง,กลางโขลง,คบแกว่งแสงเพลิงโพลง,พล่านร้อง,ช้างตื่นครื้นเครงโยง,เหยียดป่าล่าแฮ,เซงแซ่แปร๋แปร๋นซ้อง,สนั่นหน้าป่าเปิง
ฮูมฮูมอูมอื้ออึก,กทึกโขลง,ป่าแหลกแตกผางโผง,แผดร้อง,ฝุ่นฟุ้งพลุ่งควันโขมง,มืดล่า๐ฟ้าแฮ,สเทือนสทึกกึกก้อง,เกือบเถี้ยง๐เสียงอึง
เหนเงียบเลียบเลี้ยวออก,กรอกทาง,งาหัก๐ดักเดินขวาง,ไขว่ค้น,ไม้ไล่ก่ายกีดกาง,เกะกะผงะแฮ,เหนจะไปไม่พ้น,ผ่อนเข้าเสาหิน
บัดเดี๋ยวเกรียวตรวดแส้,แกร๋แกร๋น,ขวักไขว่ไปมาแทน,ท่องเถี้ยว,ฬ้อเล่นเช่นผัดแพน,พวกเดกเลกเอย,มันไล่ไพล่ผลุนเลี้ยว,ลอดเข้าเสาหิน
จุดไฟไล่แล้วค่อย,ถอยไป,เพลิงดับกลับเวียรรไว,แวดล้อม,หลอดเป่าเท่าไรไร,ไม่ว่างช้างเอย,ดุจว่าฆ่าศึกห้อม,ฮุ่มไว้ใจหาย
เกรี่ยงลว้าหน้าไม้ส่อง,ย่องบัง,ยิงแปรกแสกหน้าปั๋ง,ป่วนร้อง,งาหักปักกมับฉมัง,หมุนป่วนซวนแฮ,ฝูงเถื่อนเพื่อนพยุงซ้อง,แซกแส้แปร๋แปร๋น
ยางน่องต้องช้างคลั่ง,ปดังเสียง,เพื่อหน่วงงวงประคองเคียง,เค่าไม้,ต่างห่างต่างมุ่งเมียง,ฉม้ายม่ายหมายแฮ,เหลือจลี้หนีได้,เด็กน้อยหง่อยเหงา
เกรี่ยงลว้าว่าไว่เจ้า,เฃาโพรง,ช่วยขู่หมู่ช้างโขลง,คลาศแคล้ว,ไปถึงจึ่งรำโรง,รินเล่าเจ้าเอย,จวนค่ำร่ำว่าแล้ว,หลอดเร้าเป่าถวาย
บัดเจ้าเข้าหนุ่มหนั้ง,สังบุเร,ลุกคึ่นยืนโซเซ,ซั่นสท้าน,ยุดมือฮื่อหันเห,ฮึดฮัดสบัดแฮ,เหนผิดคิดขันจ้าน,จับไข้ใช่เชิง
รู้ที่๐ผีวิ่งเข้า,เดาถาม,มาแต่ไหนไขความ,บอกบ้าง,พลิกผลักซักถึงสาม,หนตคอกออกแฮ,ไอ้ลว้าฆ่าช้าง,ฉุดไว้ใช้แทน
ลวดลว้าว่าไห้ช่วย,ด้วยเอย,สังบุเรเซเลย,สลบแหน้,แก้ไขไม่ฟื้นเฉย,ฉุนคิดผิดแฮ,จนค่ำจำจนแท้,ทุกท้อรย่อแสยง
หวังยุดพุทธิเจ้าพระ,ชนะมาร,โปรดปราบราพรางควาน,ไขว่ล้อม,เดชะพระกุศลชาน,เชินช่วยด้วยเอย,เคลิ้มเช่นเหนพระพร้อม,สพรั่งคล้ายหลายหน
เกรี่ยงจามสามฉาดฟื้น,ยืนหัน,หวัวร่องององัน,ง่วงง้ำ,สองเท่าเค่าถามผัน,ผินขีกอีกแฮ,พยักน่าว่าเมื่อฃ้ำ,ขับน้อยคอยฟัง
สังบุเรเซซุดหนั้ง,ยังหาว,ถามว่าตามันวาว,วิ่งคว้าง,หวัวจุกลูกเลกขาว,เขาช่วยด้วยแฮ,ว่าพ่อฃอบุญจ้าง,จให้ไปตาม
เหมือนฝันขันน้ำตรวจ,สวดสัภี,พ้นทุกศุกขีศุกขี,คึ่นฟ้า,โขมดโขลงโป่งป่าผี,ผาศุขสนุกเอย,อย่าหน่วงหวงห้ามช้า,ช่วยสร้างทางกุศล
แว่วเสียงเพียงรนาดฆ้อง,หนองเหนง,จวนค่ำซ้ำวังเวง,หว่างไม้,ฤๅเจ้าเฟ่า๐ฟังเพลง,พลอยบ่วงสวงเอย,แนะหนุ่มรุมร้องไหว้,สวัดิเจ้าเฃาเขิน
ขับข้อยอยศท้าว,กล่าวกลอน,สิงสู่อยู่สิงขร,ห่อนเศร้า,พร้อมภักอักษรสมร,เสมอกษัตรสวัดิเอย,ขับกล่อมน้อมแนบเฝ้า,ฟุบเฟี้ยมเสงี่ยมงาม
สองข้อยอยศหญิ้ง,สิงขร,เสวยศุขทุกภุทันดร,ห่อนร้าง,ไม้งอกออกออรชร,ฉัดสพรั่งบังเอย,ชุ่มชื่นพื้นพฤกสล้าง,สลับล้อมพร้อมไสว
สามข้อยอยศไม้,ไพรศาร,ชื่นชุ่มภุมิภากสถาน,เถื่อนกว้าง,ผลดอกออกอวยทาน,อุทิศทั่วตัวเอย,แขนงหน่อกอกาบสล้าง,เลิศลำจำเจริญ
